Nach dem Noviziat studierte er Theologie und Philosophie in Ingolstadt und empfing 1610 die Priesterweihe.	106
nach München berufen wurde, wo er bis zu seinem Tod verbleiben sollte.	70
Drexels durchweg in lateinischer Sprache verfasste Erbauungsschriften erreichten in der Zeit des Dreißigjährigen Krieges eine für uns kaum noch verständliche Popularität.	170
000 seiner lateinischen Bücher gedruckt, ganz abgesehen von zahlreichen anderen Druckorten im In- und Ausland sowie Übersetzungen in acht fremde Sprachen.	154
Sämtliche Werke erschienen auch in zeitgenössischen deutschen Fassungen von Joachim Meichel.	92
Ullrich „Ulli“ Bäer ist ein österreichischer Popsänger und Gitarrist.	69
Bekannt wurde er Anfang der 1980er-Jahre, als er sich mit seinem Dialektsong Der Durscht in den Charts platzieren konnte.	121
Nach zwei weiteren kommerziell erfolgreichen Singles und trotz mehrerer Albumveröffentlichungen wurde es ruhig um den Musiker.	126
1985 nahm er am Projekt Austria für Afrika teil.	48
Seit den 1990er-Jahren trat er als Gitarrist auf den Tourneen bekannter Musiker wie Georg Danzer, , und den ehemaligen Trio Austria 3, mit auf.	143
Sowie bei der Band „WIR 4“, das sind Ulli Bäer, Gary Lux, Harry Fendrich , und Harry Stampfer.	94
menten in unterschiedlichen Amateurgruppen, konzentrierte sich dann auf das Gitarrenspiel und konnte schließlich 1977 bei einem Bandwettbewerb 10 Stunden Aufnahmezeit im Studio von Renee Reitz gewinnen.	202
Mit diesem verbuchte er in der Folge etliche Hits wie „Schönes Madl“, „Der Durscht“, „Verkrampf di net“ und „Ohren auf“ und kam an die Spitze der österreichischen Popmusik.	172
Anfang 1984 wechselte Ulli Bäer Management und Plattenfirma.	60
Vallée de la Thur verbindet die Mulhouser Innenstadt mit der Gemeinde Thann im Thurtal.	87
Zu einem späteren Zeitpunkt soll der Tram-Train weiter bis nach Kruth fahren.	77
Dezember 2010 statt, gleichzeitig ging die Linie 3 der Straßenbahn Mülhausen in Betrieb.	88
Ab dem Jahr 1991 fanden Diskussionen über die Wiedereinführung eines öffentlichen Verkehrssystems auf eigener Trasse in Mülhausen statt.	136
Kruth für 30 Millionen Euro modernisiert.	41
Kruth wurde veröffentlicht.	27
Jürgen Klaus Hennig ist ein deutscher Chemiker und Medizinphysiker.	67
Er gilt international als einer der Wegbereiter der Magnetresonanztomographie in die klinische Diagnostik.	106
Er ist wissenschaftlicher Direktor der Abteilung Röntgendiagnostik und Chairman des Magnetic Resonance Development and Application Centers an der Universitätsklinik Freiburg.	174
Medizin ausgezeichnet.	22
Von 1969 bis 1977 studierte Hennig Chemie in Stuttgart, London, München und Freiburg.	85
physikalische Chemie der Albert-Ludwigs-Universität Freiburg, wo er unter der Leitung von Herbert Zimmermann seine Doktorarbeit über NMR-Untersuchungen zur intramolekularen Austauschkinetik anfertigte.	201
it kam Hennig durch die Inaugural-Vorlesung seines Betreuers Hans-Heinrich Limbach über die Arbeiten des späteren Nobelpreisträgers Paul Lauterbur erstmals mit der Magnetresonanztomographie in Kontakt.	201
Von 1982 bis 1983 war Hennig Post-Doc an der Universität Zürich, wo er auf dem Gebiet der CIDNP-Spektroskopie arbeitete.	120
Seine erste eigene NMR-Pulssequenz entwickelte er eins982 zur Messung von intramolekularen Austauschprozessen.	110
Während der Zeit in Zürich entschied sich Hennig, zukünftig im Bereich der NMR-Methodenentwicklung zu arbeiten und weniger im Bereich der Chemie.	145
Seine Arbeit an der Universitätsklinik Freiburg begann Hennig 1984 als wissenschaftlicher Angestellter in der Abteilung Röntgendiagnostik.	138
April 1913 durch einen Erdfall, der sich wenig später mit Wasser füllte.	72
Er befindet sich, anders als das benachbarte Große Heilige Meer, ausschließlich auf dem Boden der Gemeinde Hopsten.	115
Hopsten und des Großen Heiligen Meeres.	39
Umrahmt wird der Erdfallsee von Heideflächen und einigen Moortümpeln sowie kleineren älteren und neueren Erdsenken.	115
Diese Erdsenken füllen sich teilweise je nach Tiefe periodisch mit Wasser.	74
Die tieferen Senken sind meist ganzjährig mit Wasser gefüllt.	61
Südlich des Erdfallsees liegt der kleinere Heideweiher.	55
Der Heideweiher ist möglicherweise nicht durch einen Erdfall entstanden, sondern durch Sandausblasungen in der sandigen Heidelandschaft.	136
Mit Lechrain wird die Region zwischen Rain am Lech und den Alpen entlang des Lechs bezeichnet, wobei der Schwerpunkt der Gegend östlich des Flusses liegt.	154
Prägendes Element des Lechrains ist das durch die Grenzlage entstandene Zusammentreffen bairischer und schwäbischer Einflüsse.	126
Ein typisches Merkmal ist der Lechrainer Dialekt, der neben schwäbischen und bairischen Sprachmerkmalen mittelhochdeutsche Relikte aufweist.	140
Der Lechrain erstreckt sich als bis zu 20 km breiter Streifen zwischen Rain am Lech und dem Ammergebirge am Lech entlang.	121
Eine genaue Begrenzung existiert nicht, der Übergang zu benachbarten Landschaften ist fließend.	95
Allgemein werden jedoch der größte Teil des Landkreises Landsberg am Lech, der südliche Teil des Altlandkreises Friedberg und Teile des Altlandkreises Schongau zum Lechrain gezählt.	181
Nach anderer Einteilung wird zwischen einem Unteren Lechrain , einem Mittleren Lechrain und dem Oberen Lechrain unterschieden.	126
Der Lechrain ist Teil des nördlichen Alpenvorlandes.	52
Er umfasst Jungmoränenlandschaft im Süden, Altmoränenlandschaft in der Mitte und Schotterplatten im Norden.	107
Zum Lechrain gehören auch Teile des Pfaffenwinkels.	51
Das White County ist ein County im US-amerikanischen Bundesstaat Illinois.	74
665 Einwohner und eine Bevölkerungsdichte von 11,4 Einwohnern pro Quadratkilometer.	83
Der Verwaltungssitz ist Carmi.	30
Das County liegt im Südosten von Illinois am westlichen Ufer des Wabash River, der die Grenze zu Indiana bildet.	112
Es hat eine Fläche von eins299 Quadratkilometern, wovon eins8 Quadratkilometer Wasserfläche sind.	97
Dezember 1815 aus Teilen des Gallatin County gebildet.	54
Benannt wurde es nach Leonard White.	36
Die ersten weißen Siedler kamen zwischen eins807 und eins809 in das Gebiet des späteren County und siedelten in der Nähe des Little Wabash River.	145
Diese ersten Siedler kamen aus North- und South Carolina, Kentucky und Tennessee.	81
Winner Andrew Anacona Gómez ist ein kolumbianischer Bahn- und Straßenradrennfahrer.	83
Winner Anacona wurde 2006 kolumbianischer Junioren-Bahnradmeister in der Mannschaftsverfolgung und im Punktefahren.	115
Bei der Panamerika-Meisterschaft gewann er in der Juniorenklasse die Bronzemedaille in der Einerverfolgung und Silber in der Mannschaftsverfolgung.	147
Auf der Straße sicherte er sich die Silbermedaille im Einzelzeitfahren.	71
Bei der nationalen Meisterschaft in Popayán gewann er das Einzelzeitfahren der Junioren.	88
2011 gewann Ancona eine Etappe des Baby Giro, 2014 eine Etappe der Vuelta a España.	83
Ab 2015 fuhr er für das Movistar Team, hauptsächlich als Gregario für seinen Landsmann Nairo Quintana.	102
Der Galgen von Tyburn ist der sechste Roman der Flüsse-von-London-Reihe des britischen Autors Ben Aaronovitch.	110
Er erschien 2016 auf Englisch und im Mai 2017 beim dtv auf Deutsch.	67
Herefordshire ließ den Protagonisten Peter Grant tief in eine Beziehung mit Beverley Brook, der einfallsreichen jungen Frau, die ihn vor der Gefangennahme durch die Feenkönigin rettete, verwickelt sein.	202
Beverley ist die Schutzgöttin von Beverley Brook, einem kleinen Fluss in Süd-London, und kann oft durch ihre Gewässer schwimmen.	128
in Beverleys komfortablem und geräumigen Haus am Flussufer.	59
Dort bekommt er den Anruf, der ihn in den Wirbelwind eines neuen Abenteuers katapultiert.	89
aber eigentlich nicht für Grant, dessen ganz spezielle Polizeiaufgabe die Fälle mit Magie sind.	95
Cecilia Tyburn Thames alias Lady Ty, die die Göttin des Flusses Tyburn und die ältere und weit strengere Schwester von Peters Freundin ist.	139
was Peter allerdings nicht leichtfertig liefern kann.	53
hologen, die über Magie Bescheid wissen, zeigt, dass das tote Mädchen Christina Chorley nicht nur an einer Überdosis Drogen gestorben ist, sondern auch an einem wilden und exzessiven Gebrauch von Magie.	202
In Zusammenarbeit mit der muslimischen Polizistin Sahra Guleed, stürzt sich Peter auf die Ermittlungen.	103
Jan Klata ist ein polnischer Theaterregisseur.	46
89 bis 1993 das Stephan-Báthory-Gymnasium in Warschau und begann danach eine Ausbildung an der Aleksander-Zelwerowicz-Theaterakademie Warschau, die er an der staatlichen Theaterschule Krakau fortsetzte.	202
Er lernte bei Krystian Lupa und Jerzy Grzegorzewski.	52
Schon seine erste Inszenierung von Nikolai Gogols Der Revisor in Wałbrzych wurde als wichtigstes Regiedebüt in Polen des Jahres 2003 gewürdigt.	143
Auch in der Folge erhielt Klata für seine Arbeiten zahlreiche polnische Auszeichnungen, so 2006 den Theaterpreis Paszport Polityki.	131
Lächelnde Grapefruit und Komm, hör auf.	39
Automne à Paris“ und zum Internationalen Festival Buenos Aires.	63
Lächelnde Grapefruit“ zum Stückemarkt des Berliner Theatertreffens eingeladen, 2011 saß er dort selbst in der Jury.	115
Mit dem Teatr Polski Wrocław war er 2012 mit dem Text Ein Stück über Mutter und Vaterland von Bozena Keff beim Theaterfestival Basel.	133
Er lebt in Nordamerika, wo er schlicht als „der Dachs“ bezeichnet wird.	71
Nach neuen Erkenntnissen ist er jedoch mit den altweltlichen Dachsen nicht allzu nahe verwandt.	95
Das eher lange Fell an Rücken und Seiten ist grau gefärbt, manchmal mit einem rötlichen Anflug, die Unterseite ist heller, meist gelbgrau.	138
Die Beine sind dunkler, meist dunkelbraun oder schwarz.	55
Charakteristisch ist ein weißer Streifen, der sich von der Nase nach hinten zieht.	82
Während er bei Tieren in nördlichen Regionen auf Höhe der Schultern endet, reicht er in südlichen Gegenden bis auf den hinteren Bereich des Rumpfes.	148
Die Schnauze ist spitz, die Ohren sind abgerundet und sitzen weit unten am Kopf.	80
Der Körperbau der Silberdachse erweckt einen flachgedrückten, aber dennoch stämmigen Eindruck.	94
Remy Schrijnen war ein Freiwilliger der Waffen-SS und einer von vier Belgiern, die mit dem Ritterkreuz des Eisernen Kreuzes ausgezeichnet wurden.	145
Elke Seefried ist eine deutsche Historikerin.	45
Sie hat seit 2014 die Professur für Neueste Geschichte an der Universität Augsburg inne und ist zugleich stellvertretende Direktorin des Instituts für Zeitgeschichte in München und Berlin.	188
publik, Österreichische Geschichte der Zwischenkriegszeit, Exil- und Remigrationsforschung, Geschichte der Bundesrepublik Deutschland, Wissenschafts- und Umweltgeschichte in transnationaler Perspektive.	202
Seefried studierte zunächst Betriebswirtschaftslehre und schloss dieses Studium mit dem Diplom ab.	98
Anschließend studierte sie Geschichte und Politikwissenschaft und schloss 1999 mit dem MA ab.	93
Bis 2004 schloss sich ein Promotionsstudium an der Universität Augsburg an.	75
Ihre Dissertation Reich und Stände.	35
Vīts Rimkus ist ein lettischer Fußballspieler.	46
Rimkus begann seine Karriere bei den lettischen Vereinen Pārdaugava Rīga, FK DAG und Amstrig Riga.	98
Anschließend spielte er kurzzeitig für den FC Winterthur in der Schweiz.	72
FC Nürnberg in die Regionalliga.	32
Er schaffte mit ihnen den direkten Wiederaufstieg, und verließ den Verein in Richtung FC Erzgebirge Aue in die Regionalliga Nordost.	132
Auch hier blieb er nur eine Saison und ging zu Skonto FC in die Virslīga.	73
Mit ihnen gewann er am Saisonende die lettische Meisterschaft.	62
Danach verließ der die Mannschaft und schloss sich für zwei Spielzeiten dem FK Valmiera an.	91
Berthold Seliger ist ein deutscher Raketenkonstrukteur.	55
Seliger bekam 1942 ein Stipendium an der Hochschule Mittweida in Sachsen und wurde nach Abschluss seines Studiums Assistent des bekannten Luft- und Raumfahrtpioniers Eugen Sänger.	179
1956 zog er nach Orsoy am Niederrhein, wo er eine Mopedwerkstatt eröffnete.	75
Diese war die einzige im Nachkriegsdeutschland entwickelte Rakete, die bis an den Rand des Weltraums vorstoßen konnte.	118
ne Vorführung militärisch verwertbarer Raketen vor Militärvertretern aus Nicht-NATO-Staaten, was mit zur Einstellung der Raketenversuche im Cuxhavener Wattengebiet im Jahr 1964 beigetragen haben dürfte.	202
1966 war Seligers Mopedwerkstatt insolvent, und er verschwand „fast über Nacht“ aus Orsoy.	90
Call Me ist ein Lied von Blondie aus dem Jahr eins980, das von Giorgio Moroder und Deborah Harry geschrieben wurde.	115
Das Lied ist auf dem Soundtrack des Kinofilms Ein Mann für gewisse Stunden enthalten.	85
Vertrag bei Modern Records wurde die Kooperation verhindert.	60
So wandte er sich an Deborah Harry.	35
Zuerst war der Song ein Instrumentalstück namens Man Machine, und nach ein paar Stunden wurde aus dem Stück das Lied Call Me.	125
Das Lied handelt von einer Frau, die von ihrem Geliebten verlangt, dass er sie anruft.	86
Die Veröffentlichung fand im Februar 1980 in den USA statt, während sie in Europa erst im April 1980 erfolgte.	110
New-Wave-Song ein Nummer-eins-Hit.	34
Zum Lied erschienen bisher zwei Musikvideos:In einem Musikvideo sieht man Ausschnitte von New York.	99
Le Corbusier war ein schweizerisch-französischer Architekt, Architekturtheoretiker, Stadtplaner, Maler, Zeichner, Bildhauer und Möbeldesigner.	142
Jahrhunderts, dessen neue Ideen aber auch Kontroversen auslösten und teilweise bis heute umstritten sind.	105
Seit 2016 gehören 17 seiner Bauten zum UNESCO-Welterbe.	55
Esprit nouveau 1920 an.	23
Ursprünge bis zu den Albigensern zurückführt.	45
Der Zusatz Gris unterscheidet seinen Familienzweig von den Jeanneret-Grieurin und den Jeanneret-Compas.	103
Sein Vater Georges-Édouard war Emaillierer von Uhrengehäusen mit eigener Werkstatt in La Chaux-de-Fonds, dem damaligen Zentrum der Schweizer Uhrenindustrie.	156
Jeret-Iunmutef ist die altägyptische Bezeichnung einer Siedlung in der Region des heutigen Sohag, die im neunten oberägyptischen Min-Gau auf der westlichen Seite des Nils lag.	175
Nicht weit entfernt befand sich auf der östlichen Seite des Nils Chemmis, der Kultort des Horus von Chemmis.	108
Dynastie ist der Ortsname auf Blöcken der Mastaba des Raemka in Sakkara erstmals belegt.	88
Der archäologische Fund wird heute im Metropolitan Museum of Art in New York aufbewahrt.	88
Aufgrund der Schreibung des Namens ist es wahrscheinlich, dass die Ortschaft in der Nähe des Tempels Iunmutefs lag.	115
Möglich ist auch das Bestehen eines schon alteingesessenen Kultes in Jeret-Iunmutef.	84
Eine Neugründung einer landwirtschaftlichen Siedlung für den königlichen oder privaten Totenkult kann nicht vorliegen, da ein Gründungsname fehlt.	146
Im Falle einer königlichen Gründung wäre dem Ortsnamen neben dem Götternamen der Königsname ergänzend angehängt.	112
Außerdem handelt es sich bei Jeret-Iunmutef um einen volkstümlichen Ortsnamen, der eine enge Bindung des Gottes Iunmutef mit den Menschen der Region zeigt.	155
Zwischen dem Großen Preis von Südafrika und dem Großen Preis von Monaco lagen fünf Monate, die die Teams nutzten, um ihre Wagen zu verbessern.	142
In dieser langen Pause fanden einige nicht zur Weltmeisterschaft zählende Rennen statt.	87
Paul Hawkins gewann auf Brabham die Cape South Easter Trophy und Jackie Stewart die BRDC International Trophy.	110
Die Siege beim Gran Premio di Siracusa, dem Race of Champions und der Sunday Mirror Trophy gingen an die Lotus-Fahrer Jim Clark und Mike Spence.	144
Das Indianapolis 1965 fand nur einen Tag nach dem Großen Preis von Monaco statt, wodurch die Fahrer nicht die Möglichkeit hatten, an beiden Veranstaltungen teilzunehmen.	169
Clark entschied sich für das Indianapolis 500 und gegen eine Teilnahme am Großen Preis von Monaco.	98
otus wollte ihn daraufhin durch Pedro Rodríguez ersetzen, allerdings garantierten die Veranstalter Lotus nur einen festen Startplatz für das Rennen, ein Fahrer hätte sich also erst qualifizieren müssen.	202
Aus Protest gegen diese Entscheidung zog Lotus die Meldung beider Fahrzeuge zurück und pausierte für einen Grand Prix.	118
Als Suðurfirðir fasst man einige Fjorde in den Westfjorden Islands zusammen.	76
Sie liegen südlich der Landzunge Langanes, die den Arnarfjörður teilt.	70
Die Reste der heute als Burg Dobřany bezeichneten mächtigen Höhenburganlage befinden sich im Nachoder Bergland im Okres Rychnov nad Kněžnou, Tschechien.	152
Über die Burg sind keine schriftlichen Überlieferungen erhalten und ihr ursprünglicher Name ist unbekannt.	106
August Sedláček hielt sie für die Burg Dobruška.	48
Die Reste der Burg liegen 600 m westlich des Dorfes Dobřany auf einem bewaldeten Bergsporn über der Einmündung des Baches Dobřanský potok in den Zlatý potok.	157
Nördlich befinden sich die Ansiedlungen Doly und Na Krahulci, im Osten Dobřany, südlich Nedvězí, im Südwesten Doly, westlich Bystré und im Nordwesten Janov.	156
Jahrhundert durch Vasallen der Herren von Drslavice als Schutzburg für den durch das Goldbachtal über das Adlergebirge nach dem Glatzer Kessel führenden Handelsweg errichtet wurde.	180
Sie war die höchstgelegene und größte einer Kette von sechs Burgen, die sich von Chábory über Skalka, Kamenice, Kounov und Hluky entlang des Goldbachtales erstreckte.	166
Konstantin Moreth ist ein deutscher Schauspieler und Regisseur.	63
Bekannt wurde Moreth in der Rolle als Henrik Sandmanns Schulkamerad Kevin in der ARD-Vorabendserie Aus heiterem Himmel.	119
Dort stieg er 1997 nach der dritten Staffel aus, da die Autoren kein Interesse mehr an einer Weitererzählung der Figur Kevin hatten.	132
Später war er in verschiedenen deutschen TV-Produktionen wie Forsthaus Falkenau oder in Um Himmels Willen als Polizist Franz Herzler zu sehen.	142
Neben Fernsehrollen spielt Moreth am Theater und führt bei einigen Stücken auch Regie.	86
September 2017 Präsidentin des Stadtstaats.	43
s Action Party und die neunte Sprecherin des Parlamentes von Singapur.	70
August 2017 zurück, um als Kandidatin für das Präsidialamt anzutreten.	70
Ihr Name folgt dem System des malaysischen Namens und setzt sich aus ihrem Vornamen Halimah und dem Vornamen ihres Vaters Yacob, verbunden mit dem Zusatz binti zusammen.	169
Ihr Vater gehörte der Volksgruppe der Inder und ihre Mutter gehört jener der Malaien an.	88
Ihr Vater war Wachmann von Beruf und starb, als sie acht Jahre alt war.	71
Sie gehört zum Kanton Brazey-en-Plaine im Arrondissement Beaune.	64
e grenzt im Norden an Les Maillys, im Nordwesten an Échenon, im Westen an Saint-Usage und Losne, im Süden an Aumur, im Südosten an Abergement-la-Ronce sowie im Osten an Laperrière-sur-Saône und Samerey.	202
Die Neschan-Trilogie ist eine Saga von Ralf Isau, die er schrieb, um seiner Tochter eine Freude zu bereiten.	108
Durch den Thienemann Verlag wurde sie zu einem seiner größten Erfolge.	70
In der Neschan-Trilogie geht es am Anfang um zwei Welten:Die phantastische Welt Neschan, die in einigen Aspekten dem „irdischen“ Mittelalter nachempfunden ist.	159
In dieser Welt lebt Yonathan.	29
Die Erde der Zwischenkriegszeit, in der ein Junge namens Jonathan Jabbok lebt.	78
Er lebt im Rollstuhl und pflegt kaum Kontakt zu seiner Umwelt.	62
Nachts jedoch hat er immer häufiger Träume, an die er sich noch nach dem Erwachen klar erinnert.	96
Diese Träume drehen sich um die Welt Neschan und Yonathan.	58
Das Leben der beiden verwebt sich zusehends, als der tiefgläubige Yonathan einen heiligen Auftrag des neschanischen Gottes Yewoh bekommt.	137
Er soll den heiligen Stab Haschevet an einen weit entfernten Ort bringen.	73
eise wird Yonathan neue Weggefährten kennenlernen, schließlich seinem Traumbruder Jonathan begegnen und eine jahrtausendealte Prophezeiung erfüllen und die Weltentaufe auf der Welt Neschan herbeiführen.	202
Ralf Isau setzt sich in den drei Büchern stark mit dem Thema Religion auseinander.	82
Der kleine Eisbär ist die Kinderbuchreihe des niederländischen Autors Hans de Beer, die seit 1987 im NordSüd Verlag erscheint.	126
2002 erschien eine 13-teilige Serie von längeren Episoden, die anschließend zusammengeschnitten wurden und auch im Kino zu sehen waren.	135
Hans de Beer versuchte nach seinem Illustrationsstudium in Amsterdam vergeblich, seine Examensarbeit über einen kleinen Eisbären, der auf einer Eisscholle davon treibt, bei einem Verlag unterzubringen.	201
Auf der internationalen Kinderbuchmesse in Bologna traf er auf die Schweizer Verlegerin Brigitte Sidjanski, die die Möglichkeiten dieser schlichten und freundlichen Geschichte erkannte.	185
So kam es, dass das Buch 1987 zuerst auf Deutsch erschien.	58
m ersten Buch hatte, bieten die weiteren Lars-Bände im Wesentlichen immer eine Variation der gleichen Geschichte vom Hänschen klein, das die weite Welt kennenlernt, Heimweh bekommt und wieder heimkehrt.	202
Die Hauptfigur ist Lars, ein kleiner Eisbär, der mit seinen Eltern am Nordpol lebt.	83
Gemeinsam mit seinen Freunden oder alleine schlittert er von einem Abenteuer ins nächste und muss nicht selten von Erwachsenen gerettet werden.	143
Kleiner Eisbär, wohin fährst du?	32
Als Takahe bezeichnet man zwei einander sehr ähnliche flugunfähige Vogelarten Neuseelands: die Südinseltakahe und die ausgestorbene Nordinseltakahe , die zu den Purpurhühnern zählen.	182
Mantell 1847 gemacht hatte, die Nordinseltakahe unter dem Namen Notornis mantelli.	82
Die Südinseltakahe wurde zuerst 1883 von Adolf Bernhard Meyer als Notornis hochstetteri benannt.	96
Die Gattung Notornis umfasste damit zwei Arten flugunfähiger Rallen.	68
mantelli subsp.	15
mantelli subsp.	15
hochstetteri hießen.	20
Das wurde in den folgenden Jahren allgemein akzeptiert.	55
1988 setzte sich die Auffassung durch, dass Takahes sehr nahe mit dem Purpurhuhn verwandt sind und sich erst vor etwa 2 Millionen Jahren von diesem abgetrennt haben.	165
Deshalb werden sie heute trotz der durch die Flugunfähigkeit bedingten Änderungen des Skeletts der Gattung Porphyrio zugeordnet.	128
1996 wurde durch eine morphometrische Untersuchung bestätigt, dass es sich bei den beiden Takahes um getrennte Arten handelt.	125
ehr unterscheiden, dass sie nicht nur unterschiedliche Arten sind, sondern sich auch noch unabhängig voneinander aus derselben Art oder zwei nahe verwandten ähnlichen flugfähigen Arten entwickelt haben.	202
Die Takahē ernähren sich vorwiegend von Tussockgras, deshalb sind die von den europäischen Einwanderern eingeführten Hirscharten ihre größten Nahrungskonkurrenten.	163
Walter Kotz war ein deutscher Fußballspieler.	45
